0,0,
50,1.00E-06,
100,1.00E-06,
150,2.00E-06,
200,3.00E-06,
250,3.00E-06,
300,4.00E-06,
350,5.00E-06,
400,6.00E-06,
450,6.00E-06,
500,7.00E-06,
550,7.00E-06,
600,8.00E-06,
650,9.00E-06,
700,1.10E-05,
750,1.00E-05,
800,1.30E-05,
850,1.10E-05,
900,1.10E-05,
950,1.50E-05,
1000,1.60E-05,
1050,1.70E-05,
1100,2.60E-05,
1150,1.70E-05,
1200,1.90E-05,
1250,1.90E-05,
1300,2.30E-05,
1350,2.00E-05,
1400,2.30E-05,
1450,2.40E-05,
1500,3.30E-05,
1550,2.60E-05,
1600,2.60E-05,
1650,2.70E-05,
1700,3.00E-05,
1750,3.10E-05,
1800,2.90E-05,
1850,3.20E-05,
1900,3.40E-05,
1950,6.10E-05,
2000,3.40E-05,
2050,3.40E-05,
2100,3.80E-05,
2150,3.70E-05,
2200,4.10E-05,
2250,4.10E-05,
2300,4.30E-05,
2350,4.20E-05,
2400,4.20E-05,
2450,4.40E-05,
2500,4.80E-05,
2550,4.30E-05,
2600,4.40E-05,
2650,4.40E-05,
2700,4.60E-05,
2750,4.80E-05,
2800,4.90E-05,
2850,4.90E-05,
2900,4.90E-05,
2950,6.50E-05,
3000,5.10E-05,
3050,5.20E-05,
3100,6.10E-05,
3150,5.40E-05,
3200,5.70E-05,
3250,5.50E-05,
3300,5.50E-05,
3350,7.60E-05,
3400,5.70E-05,
3450,6.20E-05,
3500,6.60E-05,
3550,6.10E-05,
3600,6.20E-05,
3650,7.30E-05,
3700,6.80E-05,
3750,6.70E-05,
3800,6.50E-05,
3850,7.40E-05,
3900,7.00E-05,
3950,6.80E-05,
4000,7.20E-05,
4050,8.80E-05,
4100,7.10E-05,
4150,7.20E-05,
4200,7.50E-05,
4250,8.20E-05,
4300,8.30E-05,
4350,7.90E-05,
4400,8.00E-05,
4450,8.00E-05,
4500,8.10E-05,
4550,8.80E-05,
4600,8.90E-05,
4650,8.40E-05,
4700,8.60E-05,
4750,8.40E-05,
4800,8.50E-05,
4850,8.60E-05,
4900,9.30E-05,
4950,8.90E-05,0.00004448
5000,9.00E-05,0.00004538
5050,9.10E-05,0.00004628
5100,9.30E-05,0.0000472
5150,0.000106,0.00004824
5200,9.70E-05,0.00004918
5250,0.000103,0.00005018
5300,0.000103,0.00005117
5350,0.000105,0.00005217
5400,0.000103,0.00005314
5450,0.000105,0.00005413
5500,0.000101,0.00005507
5550,9.60E-05,0.00005596
5600,0.000102,0.0000569
5650,0.000103,0.00005784
5700,0.000101,0.00005874
5750,0.000106,0.0000597
5800,0.000104,0.00006061
5850,0.000111,0.00006161
5900,0.000114,0.00006264
5950,0.000115,0.00006364
6000,0.000115,0.00006463
6050,0.00011,0.00006556
6100,0.000111,0.00006641
6150,0.000111,0.00006735
6200,0.000109,0.00006825
6250,0.000119,0.00006925
6300,0.000122,0.00007024
6350,0.000117,0.00007121
6400,0.000118,0.00007216
6450,0.000119,0.00007311
6500,0.000121,0.00007399
6550,0.000125,0.00007498
6600,0.000122,0.00007594
6650,0.000122,0.00007689
6700,0.000127,0.00007786
6750,0.000123,0.00007878
6800,0.000125,0.00007974
6850,0.00014,0.00008082
6900,0.000133,0.00008181
6950,0.000129,0.00008249
7000,0.000128,0.00008343
7050,0.000136,0.00008445
7100,0.000131,0.00008538
7150,0.000132,0.00008633
7200,0.000138,0.0000873
7250,0.000132,0.00008821
7300,0.000142,0.0000892
7350,0.000136,0.00009014
