0,0.196676,
100,0.028762,
200,0.029142,
300,0.029468,
400,0.028908,
500,0.028577,
600,0.027257,
700,0.031441,
800,0.028063,
900,0.027785,
1000,0.030452,
1100,0.02698,
1200,0.027116,
1300,0.027021,
1400,0.026909,
1500,0.026974,
1600,0.02693,
1700,0.027075,
1800,0.027598,
1900,0.028441,
2000,0.026954,
2100,0.028532,
2200,0.02807,
2300,0.029999,
2400,0.028355,
2500,0.029635,
2600,0.027247,
2700,0.029444,
2800,0.027605,
2900,0.026751,
3000,0.026787,
3100,0.02678,
3200,0.026855,
3300,0.02677,
3400,0.026813,
3500,0.026711,
3600,0.026768,
3700,0.026737,
3800,0.02673,
3900,0.028182,
4000,0.027037,
4100,0.02693,
4200,0.026653,
4300,0.026682,
4400,0.026791,
4500,0.026464,
4600,0.027291,
4700,0.026566,
4800,0.026781,
4900,0.026779,
5000,0.028032,
5100,0.028769,
5200,0.02735,
5300,0.02748,
5400,0.028201,
5500,0.027838,
5600,0.028136,
5700,0.027233,
5800,0.026919,
5900,0.026561,
6000,0.026437,
6100,0.026411,
6200,0.026473,
6300,0.026641,
6400,0.026489,
6500,0.026508,
6600,0.026349,
6700,0.026277,
6800,0.026548,
6900,0.026459,
7000,0.026212,
7100,0.026405,
7200,0.026329,
7300,0.026347,
7400,0.026341,
7500,0.026364,
7600,0.026319,
7700,0.026288,
7800,0.026318,
7900,0.02632,
8000,0.026436,
8100,0.026223,
8200,0.026249,
8300,0.026187,
8400,0.026233,
8500,0.026298,
8600,0.026089,
8700,0.026737,
8800,0.026179,
8900,0.026364,
9000,0.026257,
9100,0.026016,
9200,0.026059,
9300,0.026094,
9400,0.026352,
9500,0.026163,
9600,0.026078,
9700,0.026463,
9800,0.026114,
9900,0.026181,
10000,0.026104,
10100,0.025992,
10200,0.025977,
10300,0.026116,
10400,0.02609,
10500,0.02607,
10600,0.025916,
10700,0.025974,
10800,0.025899,
10900,0.026199,
11000,0.025993,
11100,0.025778,
11200,0.025929,
11300,0.025915,
11400,0.025985,
11500,0.025916,
11600,0.025906,
11700,0.025901,
11800,0.025884,
11900,0.025979,
12000,0.025865,
12100,0.026046,
12200,0.025865,
12300,0.025892,
12400,0.025856,
12500,0.028124,
12600,0.027247,
12700,0.025758,
12800,0.025936,
12900,0.025741,
13000,0.025856,
13100,0.025865,
13200,0.02568,
13300,0.02571,
13400,0.025731,
13500,0.026105,
13600,0.025974,
13700,0.026271,
13800,0.027193,
13900,0.027351,
14000,0.025795,
14100,0.02567,
14200,0.025567,
14300,0.025716,
14400,0.025646,
14500,0.025713,
14600,0.025624,
14700,0.025435,
14800,0.02554,
14900,0.025473,
15000,0.025649,
15100,0.025581,
15200,0.025411,
15300,0.028112,
15400,0.026207,
15500,0.026575,
15600,0.026251,
15700,0.02905,
15800,0.027655,
15900,0.025993,
16000,0.026747,
16100,0.025434,
16200,0.025508,
16300,0.025413,
16400,0.027653,
16500,0.025583,
16600,0.025401,
16700,0.025712,
16800,0.025362,
16900,0.025563,
17000,0.025362,
17100,0.025356,
17200,0.025448,
17300,0.02536,
17400,0.026098,
17500,0.025275,
17600,0.025439,
17700,0.025381,
17800,0.025254,
17900,0.025326,
18000,0.025253,
18100,0.025297,
18200,0.025264,
18300,0.025186,
18400,0.025274,
18500,0.0252,
18600,0.025285,
18700,0.025208,
18800,0.02511,
18900,0.025136,
19000,0.02522,
19100,0.025309,
19200,0.025188,
19300,0.025205,
19400,0.025127,
19500,0.025007,
19600,0.025473,
19700,0.025384,
19800,0.025124,
19900,0.025126,0.027318515
20000,0.025043,0.02646035
20100,0.025039,0.026441735
20200,0.025417,0.02642311
20300,0.026182,0.02640668
20400,0.025208,0.02638818
20500,0.024959,0.02637009
20600,0.025014,0.026358875
20700,0.024936,0.02632635
20800,0.02507,0.026311385
20900,0.024897,0.026296945
21000,0.024872,0.026269045
21100,0.024879,0.02625854
21200,0.024967,0.026247795
21300,0.024969,0.026237535
21400,0.024982,0.0262279
21500,0.027429,0.026230175
21600,0.025579,0.02622342
21700,0.025204,0.026214065
21800,0.026537,0.02620876
21900,0.025302,0.026193065
22000,0.024853,0.02618256
22100,0.026555,0.026172675
22200,0.02539,0.026159275
22300,0.025494,0.02613675
22400,0.025313,0.02612154
22500,0.02496,0.026098165
22600,0.025468,0.02608927
22700,0.025095,0.026067525
22800,0.024739,0.026053195
22900,0.024637,0.026042625
23000,0.024662,0.026032
23100,0.024768,0.02602194
23200,0.024723,0.02601128
23300,0.024699,0.026000925
23400,0.024632,0.02599002
23500,0.024636,0.025979645
23600,0.026194,0.025976775
23700,0.029163,0.025988905
23800,0.027358,0.025992045
23900,0.024519,0.02597373
24000,0.024588,0.025961485
24100,0.024546,0.025949565
24200,0.024956,0.02594108
24300,0.026746,0.0259414
24400,0.028652,0.025950705
24500,0.028482,0.025960795
24600,0.024783,0.025948255
24700,0.024834,0.025939595
24800,0.024846,0.02592992
24900,0.024993,0.02592099
25000,0.024837,0.025905015
25100,0.024872,0.02588553
25200,0.030159,0.025899575
25300,0.031416,0.025919255
25400,0.028082,0.02591866
25500,0.027812,0.02591853
25600,0.027513,0.025915415
25700,0.026852,0.02591351
25800,0.027635,0.02591709
25900,0.027461,0.02592159
26000,0.027171,0.02592526
26100,0.027433,0.02593037
26200,0.027179,0.0259339
26300,0.026016,0.025930775
26400,0.025763,0.025927145
26500,0.025265,0.02592093
26600,0.024952,0.025913945
26700,0.024593,0.025905525
26800,0.024694,0.025896255
26900,0.024577,0.025886845
27000,0.024538,0.025878475
